Run Timestamp,Random ID,Standard,Passage,Tier,LLM,Temperature,Input Tokens,Output Tokens,Total Tokens,Elapsed Time,Checksum
Items 2026-01-16 11-02-34,30554, RL 8.4,RL 8.4 Oh Pioneers (TN grade 8 Released 2023).txt,Tier 5b,Claude,0.7,4137,695,4832,22.77,7ce1819aff420a649d388280eb5f97cf5e97cac599addec6025a74307ed7765a
Items 2026-01-16 11-02-34,13609, RL 8.4,RL 8.4 Oh Pioneers (TN grade 8 Released 2023).txt,Tier 5b,Claude,0.8,4846,635,5481,16.55,679c12b9cb1ba968c7cdf573fc8ee595594d082ec6a89db69e723dbc7636d59f
Items 2026-01-16 11-02-34,13574, RL 8.4,RL 8.4 Dr. Blackwell’s New Assistant (MN grade 8 2018).txt,Tier 3a,GPT,0.7,1408,417,1825,8.37,dfdf2268a1f1cf7cc40146e0b08e15407cfc222d3223d26ea23936b7f2a88d62
Items 2026-01-16 11-02-34,54705, RL 8.4,RL 8.4 Dr. Blackwell’s New Assistant (MN grade 8 2018).txt,Tier 3a,GPT,0.8,1836,498,2334,11.91,77b4adb92ee08220c0824f5247fc69e561998ebc8846b9f05d1fa3ca9440b777
Items 2026-01-16 11-02-34,86848, RL 8.4,RL 8.4 Dr. Blackwell’s New Assistant (MN grade 8 2018).txt,Tier 3a,Gemini,0.7,1416,548,1964,22.16,cde1d8b68c574c2c3eccc00736ada10278d80c64b3c1c177bcbfc7609094cc85
Items 2026-01-16 11-02-34,43929, RL 8.4,RL 8.4 Dr. Blackwell’s New Assistant (MN grade 8 2018).txt,Tier 3a,Gemini,0.8,1977,512,2489,24.11,fa9eb2081be0558140264b183dc79f64404ae3f0b41ba053aba0f17096b2e8d2
Items 2026-01-16 11-02-34,50330, RL 8.4,RL 8.4 Dr. Blackwell’s New Assistant (MN grade 8 2018).txt,Tier 3a,Claude,0.7,1499,472,1971,17.96,ec4269942b7aaa7abc6f2be8ae673be86ecea001ff16f21a97cc19b656f80f18
Items 2026-01-16 11-02-34,74219, RL 8.4,RL 8.4 Dr. Blackwell’s New Assistant (MN grade 8 2018).txt,Tier 3a,Claude,0.8,1985,518,2503,16.96,7c2889aa35f96a555b0bad40ffb7cc0fa9f478983d0e07fbd2690a56d6ce1342
Items 2026-01-16 11-02-34,67378, RL 8.4,RL 8.4 Oh Pioneers (TN grade 8 Released 2023).txt,Tier 3a,GPT,0.7,1464,378,1842,6.80,101d250af0d9bc90037cd0933e3d38cbdfae9c0b9aa35d90aee7e0a0fa89a8f1
Items 2026-01-16 11-02-34,74032, RL 8.4,RL 8.4 Oh Pioneers (TN grade 8 Released 2023).txt,Tier 3a,GPT,0.8,1853,465,2318,5.74,f2e58f900e9439dc3e5311226b1ab0c094748f4708522a134817dacf33ce574b
Items 2026-01-16 11-02-34,31556, RL 8.4,RL 8.4 Oh Pioneers (TN grade 8 Released 2023).txt,Tier 3a,Gemini,0.7,1443,578,2021,33.41,7158a0cc77fe838707d9becd3953cb4b4c0e69ea6cfb598b23aadd042244f702
Items 2026-01-16 11-02-34,68241, RL 8.4,RL 8.4 Oh Pioneers (TN grade 8 Released 2023).txt,Tier 3a,Gemini,0.8,2034,475,2509,27.28,e5ca58ea248d52e77ea50c2beee2d476c5027d2a80f3b4f70870d704e278b950
Items 2026-01-16 11-02-34,91781, RL 8.4,RL 8.4 Oh Pioneers (TN grade 8 Released 2023).txt,Tier 3a,Claude,0.7,1573,605,2178,18.06,06fdb948bfd1157cda7181cca46842df6478cfdf59aa0348e9cd80e64972b0d2
Items 2026-01-16 11-02-34,84458, RL 8.4,RL 8.4 Oh Pioneers (TN grade 8 Released 2023).txt,Tier 3a,Claude,0.8,2192,607,2799,17.20,431a8b28e1f0489ee9b614d28b855d4cba5b92652ee09f7f1e0b9fe8c142e8b2
Items 2026-01-16 11-02-34,55414, RL 8.4,RL 8.4 Dr. Blackwell’s New Assistant (MN grade 8 2018).txt,Tier 7a,GPT,0.7,1795,502,2297,6.34,a03820f6c4cac71553b717231564a87708d230ba3f0a08c6f554ee339cd6ed31
Items 2026-01-16 11-02-34,12157, RL 8.4,RL 8.4 Dr. Blackwell’s New Assistant (MN grade 8 2018).txt,Tier 7a,GPT,0.8,2308,494,2802,6.09,42397e3b98d7ba33b5495510cad6d1e52692c10a29e4a7cbd7b89e8a357dca05
Items 2026-01-16 11-02-34,98998, RL 8.4,RL 8.4 Dr. Blackwell’s New Assistant (MN grade 8 2018).txt,Tier 7a,Gemini,0.7,1816,503,2319,42.76,6625eb28af5ea5178d1d2a2ecf047273f70b7dd43f1acdbc42c9f253a1187900
Items 2026-01-16 11-02-34,50922, RL 8.4,RL 8.4 Dr. Blackwell’s New Assistant (MN grade 8 2018).txt,Tier 7a,Gemini,0.8,2332,456,2788,45.99,f1cd66ef77d86797ef0e251ca15abbcd8f3da2cf2a0e3a98ca72072234f28951
Items 2026-01-16 11-02-34,14525, RL 8.4,RL 8.4 Dr. Blackwell’s New Assistant (MN grade 8 2018).txt,Tier 7a,Claude,0.7,1920,708,2628,23.19,5d94f10f12fcd870ca011cc8478f832568abbe0bdf1c282690089a21f5a16d76
Items 2026-01-16 11-02-34,34363, RL 8.4,RL 8.4 Dr. Blackwell’s New Assistant (MN grade 8 2018).txt,Tier 7a,Claude,0.8,2642,702,3344,21.29,9a2ce3461e429c13a0001f249ef795ceb9187792cd87d1f906d570bf0daa6e3d
Items 2026-01-16 11-02-34,71210, RL 8.4,RL 8.4 Oh Pioneers (TN grade 8 Released 2023).txt,Tier 7a,GPT,0.7,1851,551,2402,8.79,50ba042203b3fa26334b93b898ca071c790b2d303eab26251a5683952913afa3
Items 2026-01-16 11-02-34,34977, RL 8.4,RL 8.4 Oh Pioneers (TN grade 8 Released 2023).txt,Tier 7a,GPT,0.8,2413,486,2899,6.97,bcff5f3fa3a7b07c20c7cacad6f341aed0450a5484ec5657a2bccabde490e63d
Items 2026-01-16 11-02-34,84313, RL 8.4,RL 8.4 Oh Pioneers (TN grade 8 Released 2023).txt,Tier 7a,Gemini,0.7,1843,625,2468,25.17,a0889ccb421951a77446cbd1c020ee535ea99b875bb73083d254611a6ba45aba
Items 2026-01-16 11-02-34,70376, RL 8.4,RL 8.4 Oh Pioneers (TN grade 8 Released 2023).txt,Tier 7a,Gemini,0.8,2481,545,3026,36.87,dd6738f87a2ca9bba883259774829c0c49b2ea05cc18048c0e09333b7dea742c
Items 2026-01-16 11-02-34,65031, RL 8.4,RL 8.4 Oh Pioneers (TN grade 8 Released 2023).txt,Tier 7a,Claude,0.7,1994,660,2654,22.95,4c5e299edf1cbfdeeb2728fe55f3aecf55acba4804e1393600cbfae552ff9002
Items 2026-01-16 11-02-34,95845, RL 8.4,RL 8.4 Oh Pioneers (TN grade 8 Released 2023).txt,Tier 7a,Claude,0.8,2668,610,3278,17.65,9dd16194465227f7642fc697ade9e83195931843a4331e37eaf3c55b47986c5a
Items 2026-01-16 11-02-34,68061, RL 8.4,RL 8.4 Dr. Blackwell’s New Assistant (MN grade 8 2018).txt,Tier 6b,GPT,0.7,3839,442,4281,6.85,aa6a6cb3403bfc3557b5117784f0f06b4b404512b36d2d49cd0edf862fa31b32
Items 2026-01-16 11-02-34,54017, RL 8.4,RL 8.4 Dr. Blackwell’s New Assistant (MN grade 8 2018).txt,Tier 6b,GPT,0.8,4292,459,4751,7.67,a5122a405d9ffa1b04dcbef2acca16a54650efe52753933a61e183176421a662
Items 2026-01-16 11-02-34,49123, RL 8.4,RL 8.4 Dr. Blackwell’s New Assistant (MN grade 8 2018).txt,Tier 6b,Gemini,0.7,4504,748,5252,57.59,f528f50d05ec1d84d34c7c26e06e8af81169dbe21f493e98522369733efae6ec
Items 2026-01-16 11-02-34,63448, RL 8.4,RL 8.4 Dr. Blackwell’s New Assistant (MN grade 8 2018).txt,Tier 6b,Gemini,0.8,5265,710,5975,53.03,ea86bd695a36d5b63d32922aee382e4a40efaf3873b251cfa9735777c6350b56
Items 2026-01-16 11-02-34,41012, RL 8.4,RL 8.4 Dr. Blackwell’s New Assistant (MN grade 8 2018).txt,Tier 6b,Claude,0.7,4152,560,4712,21.99,e763b0a9d0a3908924c02edcd9d864f46afaba07cf976628cee7d05cfc7b0b83
Items 2026-01-16 11-02-34,81337, RL 8.4,RL 8.4 Dr. Blackwell’s New Assistant (MN grade 8 2018).txt,Tier 6b,Claude,0.8,4726,567,5293,15.31,31b8a561ef75da2c6a23795367a82b93b91f353da4daff39b812f5928d3458dd
Items 2026-01-16 11-02-34,84100, RL 8.4,RL 8.4 Oh Pioneers (TN grade 8 Released 2023).txt,Tier 6b,GPT,0.7,3895,443,4338,6.76,dd28f1930ea862e2801e8299b0dbe144bffd049a14ec50af495e7ff31ca0f9ac
Items 2026-01-16 11-02-34,48682, RL 8.4,RL 8.4 Oh Pioneers (TN grade 8 Released 2023).txt,Tier 6b,GPT,0.8,4349,401,4750,7.02,bdc8b6f8453434dc6c82846ebb118d7c34c30f0247ce3d5676afe5c29b8baa2d
Items 2026-01-16 11-02-34,78233, RL 8.4,RL 8.4 Oh Pioneers (TN grade 8 Released 2023).txt,Tier 6b,Gemini,0.7,4531,564,5095,50.15,bab4b073258f52b070f6c0f82f3c32f45427bdeee8c81b961c3c5eba003867cf
Items 2026-01-16 11-02-34,31596, RL 8.4,RL 8.4 Oh Pioneers (TN grade 8 Released 2023).txt,Tier 6b,Gemini,0.8,5108,563,5671,50.30,b41f0279a4630584a75cd53ed4b35222f5e812747d312eaae3262305c20089f4
Items 2026-01-16 11-02-34,55921, RL 8.4,RL 8.4 Oh Pioneers (TN grade 8 Released 2023).txt,Tier 6b,Claude,0.7,4226,840,5066,29.38,83bf13e0c5c7764a24367e40ab6c48f986a922f873b61a3e7953a44b8e30567b
Items 2026-01-16 11-02-34,47007, RL 8.4,RL 8.4 Oh Pioneers (TN grade 8 Released 2023).txt,Tier 6b,Claude,0.8,5080,676,5756,18.21,c53fa6a8422bc724edfd2e62d69cc5cadc37af75610fadcebe513d8c0d5c8e6d
Items 2026-01-16 11-02-34,50509, RL 8.4,RL 8.4 Dr. Blackwell’s New Assistant (MN grade 8 2018).txt,Tier 4a,GPT,0.7,1515,446,1961,9.03,8bae35262fe18b1f36d3c68257f6649d5104011215fd2f3d46890b845a1ea189
Items 2026-01-16 11-02-34,94996, RL 8.4,RL 8.4 Dr. Blackwell’s New Assistant (MN grade 8 2018).txt,Tier 4a,GPT,0.8,1972,421,2393,6.35,b3afbb50320fde7ffb1f0f62d03a32891d4e35e4e64e666a64af384c3adc6181
Items 2026-01-16 11-02-34,68156, RL 8.4,RL 8.4 Dr. Blackwell’s New Assistant (MN grade 8 2018).txt,Tier 4a,Gemini,0.7,1530,569,2099,34.54,5a2fcb720e0361e9879f5797b155ad8ccbe7f305218a1da5e2f1f14058a0d5b3
Items 2026-01-16 11-02-34,64890, RL 8.4,RL 8.4 Dr. Blackwell’s New Assistant (MN grade 8 2018).txt,Tier 4a,Gemini,0.8,2112,542,2654,45.90,01841b4bfec78dbd9ff04326713b72ca1ac22c298a957b9d9f296456ce99aa96
Items 2026-01-16 11-02-34,45744, RL 8.4,RL 8.4 Dr. Blackwell’s New Assistant (MN grade 8 2018).txt,Tier 4a,Claude,0.7,1612,549,2161,19.09,5a2e520fe8b55aa594f35d218af60cd28415d457d81a436322a2080674d3ae0d
Items 2026-01-16 11-02-34,77928, RL 8.4,RL 8.4 Dr. Blackwell’s New Assistant (MN grade 8 2018).txt,Tier 4a,Claude,0.8,2175,616,2791,18.95,4125619d737d9f22fd49173cf9783cbd8d305865d6960bac9200fec28984f73b
Items 2026-01-16 11-02-34,94459, RL 8.4,RL 8.4 Oh Pioneers (TN grade 8 Released 2023).txt,Tier 4a,GPT,0.7,1571,467,2038,17.90,e36288568a17c56116f2c5802e4ed49f41c49070bb1f56219de4e13d8d3650fc
Items 2026-01-16 11-02-34,95656, RL 8.4,RL 8.4 Oh Pioneers (TN grade 8 Released 2023).txt,Tier 4a,GPT,0.8,2049,408,2457,6.49,9d56945e508353bee0e1f985a74281f8dab6be4c28f842bcc507df10451d42b6
Items 2026-01-16 11-02-34,73688, RL 8.4,RL 8.4 Oh Pioneers (TN grade 8 Released 2023).txt,Tier 4a,Gemini,0.7,1557,562,2119,33.87,5ea4d45e1d74c11e0c9a1425c44f705e7101373cca6395de0ee2ec634b0d06b5
Items 2026-01-16 11-02-34,89781, RL 8.4,RL 8.4 Oh Pioneers (TN grade 8 Released 2023).txt,Tier 4a,Gemini,0.8,2132,457,2589,34.74,5f3d371ac0162f0776245da0d4b41ecb1f5ee8ef3f1c2953355e1bf696433d26
Items 2026-01-16 11-02-34,26008, RL 8.4,RL 8.4 Oh Pioneers (TN grade 8 Released 2023).txt,Tier 4a,Claude,0.7,1686,542,2228,19.16,e67af6989edb0789575254798b13313b7f255e1dc1e2e5facff7ebddd704bb69
Items 2026-01-16 11-02-34,94423, RL 8.4,RL 8.4 Oh Pioneers (TN grade 8 Released 2023).txt,Tier 4a,Claude,0.8,2242,544,2786,15.15,bfb32f965d949746adb9cef6f64a50744097f19a18875f2cf184e88aefe573fa
Items 2026-01-16 11-02-34,34701, RL 8.4,RL 8.4 Dr. Blackwell’s New Assistant (MN grade 8 2018).txt,Tier 2b,GPT,0.7,3468,406,3874,7.06,c7f36f380b7938bae2706c886e71972c975af96b76840c02bb086633947b9e9a
Items 2026-01-16 11-02-34,55065, RL 8.4,RL 8.4 Dr. Blackwell’s New Assistant (MN grade 8 2018).txt,Tier 2b,GPT,0.8,3885,420,4305,7.23,f6fd7f33d2e8684181c9798e3f2187ba1582dd9007ac211e99a65705342b07b3
Items 2026-01-16 11-02-34,38554, RL 8.4,RL 8.4 Dr. Blackwell’s New Assistant (MN grade 8 2018).txt,Tier 2b,Gemini,0.7,4130,715,4845,46.47,01544285efda004f3f0d49291db0051310c9e0621b105b57cda3ebfaf77a5576
Items 2026-01-16 11-02-34,95498, RL 8.4,RL 8.4 Dr. Blackwell’s New Assistant (MN grade 8 2018).txt,Tier 2b,Gemini,0.8,4858,863,5721,38.26,b75984349a86b95dc03992afb8a5730da61c0da9d52bb31c898b4fde0bf8f014
Items 2026-01-16 11-02-34,35112, RL 8.4,RL 8.4 Dr. Blackwell’s New Assistant (MN grade 8 2018).txt,Tier 2b,Claude,0.7,3765,651,4416,22.92,38a521a74e8744fd792afc34797c26aa2ec928041dbdccfafc2440110a59dc2a
Items 2026-01-16 11-02-34,31354, RL 8.4,RL 8.4 Dr. Blackwell’s New Assistant (MN grade 8 2018).txt,Tier 2b,Claude,0.8,4430,641,5071,19.35,19b267ba13f7d69105991d6dea96e957169282a7817cc0dcacb97d6934380226
Items 2026-01-16 11-02-34,79010, RL 8.4,RL 8.4 Oh Pioneers (TN grade 8 Released 2023).txt,Tier 2b,GPT,0.7,3524,462,3986,7.48,13d7bfe3ebfa679915fc028c7d2ee8788ea034aada9bd039665e061f7025fd95
Items 2026-01-16 11-02-34,93284, RL 8.4,RL 8.4 Oh Pioneers (TN grade 8 Released 2023).txt,Tier 2b,GPT,0.8,3997,455,4452,6.96,39a8b94423374d4135212a448b09b6593574403be7947b26aab6d6d89de4f9a9
Items 2026-01-16 11-02-34,37559, RL 8.4,RL 8.4 Oh Pioneers (TN grade 8 Released 2023).txt,Tier 2b,Gemini,0.7,4157,1412,5569,39.19,a0c1de159dbfa9ac620bda9d3a2607e9c48f920c96eff103944bd1bf63a9b96b
Items 2026-01-16 11-02-34,38548, RL 8.4,RL 8.4 Oh Pioneers (TN grade 8 Released 2023).txt,Tier 2b,Gemini,0.8,5582,1333,6915,27.31,0b83c98f1fb064295f1d47ea3027abf989ad600f816ce23a126f4aa40239a625
Items 2026-01-16 11-02-34,33232, RL 8.4,RL 8.4 Oh Pioneers (TN grade 8 Released 2023).txt,Tier 2b,Claude,0.7,3839,773,4612,23.41,0396288e43bede7e47482485824e83380ffab852e3390f76e4831a1340f952b2
Items 2026-01-16 11-02-34,93300, RL 8.4,RL 8.4 Oh Pioneers (TN grade 8 Released 2023).txt,Tier 2b,Claude,0.8,4626,731,5357,18.73,0c51c82e20d70dea273b22f8e632f8f4f2e5833bc05cab89aad663f54d47b411
Items 2026-01-16 11-02-34,34270, RL 8.4,RL 8.4 Dr. Blackwell’s New Assistant (MN grade 8 2018).txt,Tier 7b,GPT,0.7,3947,591,4538,9.81,3110bfcdd04f9cb9d143f8571de39dfc340a0f9f5a80d1b65b8e27f99c45c401
Items 2026-01-16 11-02-34,23476, RL 8.4,RL 8.4 Dr. Blackwell’s New Assistant (MN grade 8 2018).txt,Tier 7b,GPT,0.8,4549,610,5159,9.19,cdbcf4bdbc072d428fe8777a98e7b8ec26b5ecb0315c11c52a654a71e847dca5
Items 2026-01-16 11-02-34,14187, RL 8.4,RL 8.4 Dr. Blackwell’s New Assistant (MN grade 8 2018).txt,Tier 7b,Gemini,0.7,4618,708,5326,43.67,4fc0fa0a145362eff545b32de3d6736991ebe9a48f8b164907d0d74a5a0cbf4e
Items 2026-01-16 11-02-34,63339, RL 8.4,RL 8.4 Dr. Blackwell’s New Assistant (MN grade 8 2018).txt,Tier 7b,Gemini,0.8,5339,775,6114,54.15,8cfd63ebfabae108828bf458bf0189b449dd3adea4d328b3bcd77f2c093d7c5a
Items 2026-01-16 11-02-34,36750, RL 8.4,RL 8.4 Dr. Blackwell’s New Assistant (MN grade 8 2018).txt,Tier 7b,Claude,0.7,4279,840,5119,27.26,bb98c94be8af7485a8b4588f429f32baa45df76f912dc6536e624258b6b16815
Items 2026-01-16 11-02-34,76811, RL 8.4,RL 8.4 Dr. Blackwell’s New Assistant (MN grade 8 2018).txt,Tier 7b,Claude,0.8,5133,765,5898,20.30,57e271e515a30b54f4d452a0320e5369a9fd5b2faf2e056e2704330caece2876
Items 2026-01-16 11-02-34,47490, RL 8.4,RL 8.4 Oh Pioneers (TN grade 8 Released 2023).txt,Tier 7b,GPT,0.7,4003,545,4548,8.08,dadeb20e8b626b714be306f250bc00b4312d40b9079ed78981d51ea0817ef3d8
Items 2026-01-16 11-02-34,11622, RL 8.4,RL 8.4 Oh Pioneers (TN grade 8 Released 2023).txt,Tier 7b,GPT,0.8,4559,496,5055,9.97,97d08448b589367e8e0618d30bde40a45ea910e5fe72e8f29681ee0a8dbbee8c
Items 2026-01-16 11-02-34,33697, RL 8.4,RL 8.4 Oh Pioneers (TN grade 8 Released 2023).txt,Tier 7b,Gemini,0.7,4645,453,5098,57.67,a9beba80ae7e149a5cc61a169b53531ae4b311de7da41ceefd7859b9fff213cf
Items 2026-01-16 11-02-34,20060, RL 8.4,RL 8.4 Oh Pioneers (TN grade 8 Released 2023).txt,Tier 7b,Gemini,0.8,5111,441,5552,42.24,5200263f6cd5d9a8c7e0dec7132cf3ed2a4dbd770b2651cf11d52740f04e4378
Items 2026-01-16 11-02-34,63210, RL 8.4,RL 8.4 Oh Pioneers (TN grade 8 Released 2023).txt,Tier 7b,Claude,0.7,4353,842,5195,28.41,2c6c20214c96bddfdb42679d58707c86b3e34d24f84f88aa0741c9c6721ee9c3
Items 2026-01-16 11-02-34,12683, RL 8.4,RL 8.4 Oh Pioneers (TN grade 8 Released 2023).txt,Tier 7b,Claude,0.8,5209,826,6035,23.39,c6565ec2be263ccc3a07b36c04fbbbd0b9a4bdfe24dab0166da389f01f58a332
Items 2026-01-16 11-02-34,13550, RL 8.4,RL 8.4 Dr. Blackwell’s New Assistant (MN grade 8 2018).txt,Tier 3b,GPT,0.7,3560,552,4112,7.86,1e309b6a4923ce4b551547ddef631e65ab50cd06a794b99883b83cab90cc2449
Items 2026-01-16 11-02-34,38759, RL 8.4,RL 8.4 Dr. Blackwell’s New Assistant (MN grade 8 2018).txt,Tier 3b,GPT,0.8,4123,482,4605,6.57,20d8898f4e6bdf35b227927c66f5fc39e4b23079c0b199bec3587a9f0ebd831b
Items 2026-01-16 11-02-34,50389, RL 8.4,RL 8.4 Dr. Blackwell’s New Assistant (MN grade 8 2018).txt,Tier 3b,Gemini,0.7,4218,623,4841,53.15,71d47936a63c9979c3f36db07aa53eb642ea5c540ba9dff627a9da509d6fd75a
Items 2026-01-16 11-02-34,65283, RL 8.4,RL 8.4 Dr. Blackwell’s New Assistant (MN grade 8 2018).txt,Tier 3b,Gemini,0.8,4854,659,5513,43.18,52c38547d212ddceb50f37d98d1ccf0313bc5e7daf94374fe63b31f673a6f059
Items 2026-01-16 11-02-34,46360, RL 8.4,RL 8.4 Dr. Blackwell’s New Assistant (MN grade 8 2018).txt,Tier 3b,Claude,0.7,3858,811,4669,27.03,6cbd6fcd3851216367f02de3249893ef53a544c79bab4d2d48ef24d317195aeb
Items 2026-01-16 11-02-34,40531, RL 8.4,RL 8.4 Dr. Blackwell’s New Assistant (MN grade 8 2018).txt,Tier 3b,Claude,0.8,4683,781,5464,20.47,ce8d2646a4d5145cae9bfe8121fdecc58c14c8fc259ef627de46616d393ac491
Items 2026-01-16 11-02-34,26787, RL 8.4,RL 8.4 Oh Pioneers (TN grade 8 Released 2023).txt,Tier 3b,GPT,0.7,3616,656,4272,10.28,d5ff896f4fa1e24e09c3aff2479c399ed09fbc104bd12dbc24ec27d6b368e3c8
Items 2026-01-16 11-02-34,13862, RL 8.4,RL 8.4 Oh Pioneers (TN grade 8 Released 2023).txt,Tier 3b,GPT,0.8,4283,561,4844,8.80,dee972d2348df9962e900629ccca65c543d8cdda60ce55db5fcdf9389f383edf
Items 2026-01-16 11-02-34,10399, RL 8.4,RL 8.4 Oh Pioneers (TN grade 8 Released 2023).txt,Tier 3b,Gemini,0.7,4245,899,5144,27.83,1c4d112a56a4723acdfc2271669c82148c1527423753d171b4f019e1b4d796e4
Items 2026-01-16 11-02-34,90663, RL 8.4,RL 8.4 Oh Pioneers (TN grade 8 Released 2023).txt,Tier 3b,Gemini,0.8,5157,890,6047,23.45,bdb506cb9baf0016f545d68e82a84b02e8c4dcca8fa77dff9bde5e27fbf1cd06
Items 2026-01-16 11-02-34,41725, RL 8.4,RL 8.4 Oh Pioneers (TN grade 8 Released 2023).txt,Tier 3b,Claude,0.7,3932,792,4724,24.58,a47aa1f02edf28295bf987da544deae826bd5faeb5463a28f00da1679642c85c
Items 2026-01-16 11-02-34,98631, RL 8.4,RL 8.4 Oh Pioneers (TN grade 8 Released 2023).txt,Tier 3b,Claude,0.8,4738,774,5512,19.08,8525ae23788dd43173c6d1cc75dfad08ec38efbe5beee87f070bef1fef52590f
Items 2026-01-16 11-02-34,54588, RL 8.4,RL 8.4 Dr. Blackwell’s New Assistant (MN grade 8 2018).txt,Tier 5a,GPT,0.7,1605,445,2050,6.32,915316823467a965bcaad9a1a923c74406704f74c64a1798cb69bfde6e69ed39
Items 2026-01-16 11-02-34,50147, RL 8.4,RL 8.4 Dr. Blackwell’s New Assistant (MN grade 8 2018).txt,Tier 5a,GPT,0.8,2061,446,2507,6.56,34c88b7d52d1c135d084a56de06ffa57e9f3115a2222a77697490deb72cfd56e
Items 2026-01-16 11-02-34,89503, RL 8.4,RL 8.4 Dr. Blackwell’s New Assistant (MN grade 8 2018).txt,Tier 5a,Gemini,0.7,1618,525,2143,40.99,4ca9461670948b20d2a5a513e8918878fa5e049fe92b22727a45a7a8182594b9
Items 2026-01-16 11-02-34,45732, RL 8.4,RL 8.4 Dr. Blackwell’s New Assistant (MN grade 8 2018).txt,Tier 5a,Gemini,0.8,2156,459,2615,47.24,55feae9ab0efd5eae48e88f7f7f971817b69305c36c8f9ef7804b34694c20a34
Items 2026-01-16 11-02-34,14338, RL 8.4,RL 8.4 Dr. Blackwell’s New Assistant (MN grade 8 2018).txt,Tier 5a,Claude,0.7,1704,591,2295,21.51,7b3c21acbf67a348e1bcfe371b7aef4b37f7b2dbec508fffc8d2e99c4c79699c
Items 2026-01-16 11-02-34,40095, RL 8.4,RL 8.4 Dr. Blackwell’s New Assistant (MN grade 8 2018).txt,Tier 5a,Claude,0.8,2309,568,2877,19.66,c2b1b8c76e7007d482ac8ec716d1226634f89ed92f18da1c4a7f873af2b364db
Items 2026-01-16 11-02-34,80323, RL 8.4,RL 8.4 Oh Pioneers (TN grade 8 Released 2023).txt,Tier 5a,GPT,0.7,1661,621,2282,11.60,7a9f8e79a5ded5c54541bfcb98bc00abec124a48c845762951340da0c6211891
Items 2026-01-16 11-02-34,50757, RL 8.4,RL 8.4 Oh Pioneers (TN grade 8 Released 2023).txt,Tier 5a,GPT,0.8,2293,516,2809,9.47,bec5bba8522c4bc7b94b51ab861ec8dd48afd8e4e9be9cfdec8c8c17bf24e974
Items 2026-01-16 11-02-34,52066, RL 8.4,RL 8.4 Oh Pioneers (TN grade 8 Released 2023).txt,Tier 5a,Gemini,0.7,1645,668,2313,48.31,50145364bd1d2a930edfe1b24a5f3f30758693e0e38c5b19b6e67dbc853fc035
Items 2026-01-16 11-02-34,12887, RL 8.4,RL 8.4 Oh Pioneers (TN grade 8 Released 2023).txt,Tier 5a,Gemini,0.8,2326,628,2954,41.94,4fe51dc73021fa5e8a77ed7e876c3ac417d8aac2f024451cee6803badd61d495
Items 2026-01-16 11-02-34,15377, RL 8.4,RL 8.4 Oh Pioneers (TN grade 8 Released 2023).txt,Tier 5a,Claude,0.7,1778,514,2292,20.49,9549a43d57bf69793132724cb3b36ac899484b3eec32fb3561db217a99584611
Items 2026-01-16 11-02-34,87475, RL 8.4,RL 8.4 Oh Pioneers (TN grade 8 Released 2023).txt,Tier 5a,Claude,0.8,2306,470,2776,16.06,6163f850e48906226b634c0ae4d07cd16dd46fdda192574d5eeecf31f2bd913f
Items 2026-01-16 11-02-34,43428, RI 8.2,RI 8.2 Elephants Can Lend a Helping Trunk (NJ grade 8 practice test).txt,Tier 3b,GPT,0.7,3110,675,3785,12.96,daffc021535f0d643bb2c45529a6522540596d578ea0866eaba6f5c75eeb5781
Items 2026-01-16 11-02-34,18789, RI 8.2,RI 8.2 Elephants Can Lend a Helping Trunk (NJ grade 8 practice test).txt,Tier 3b,GPT,0.8,3796,653,4449,12.66,6ffa7670df6661bc443ae583afb6eb1b94135cb37dfcfb62bd38dcdbad168fef
Items 2026-01-16 11-02-34,17561, RI 8.2,RI 8.2 Elephants Can Lend a Helping Trunk (NJ grade 8 practice test).txt,Tier 3b,Gemini,0.7,3774,919,4693,29.52,dc19e26967b6d9f1d4b7bdb4050ad3126a6634a1af815361e3a071ca03abffb5
Items 2026-01-16 11-02-34,12378, RI 8.2,RI 8.2 Elephants Can Lend a Helping Trunk (NJ grade 8 practice test).txt,Tier 3b,Gemini,0.8,4707,779,5486,30.24,90707674207982552077bfdf5ff9c08029b83eae30caf6f6d64cf7e1c13085c6
Items 2026-01-16 11-02-34,36972, RI 8.2,RI 8.2 Elephants Can Lend a Helping Trunk (NJ grade 8 practice test).txt,Tier 3b,Claude,0.7,3406,737,4143,25.23,d8e7627b7ee2bea9603ab88cfaf756db4d7d4c8089ada671a1c39cc30a001418
Items 2026-01-16 11-02-34,31530, RI 8.2,RI 8.2 Elephants Can Lend a Helping Trunk (NJ grade 8 practice test).txt,Tier 3b,Claude,0.8,4157,795,4952,21.51,5450dd9fc26a78b35418eba853af8f22866def2d4e112617883a93bcd76d6e67
Items 2026-01-16 11-02-34,43114, RI 8.2,"RI 8.2 James ""Jim"" Bridger (Utah grade 8 practice).txt",Tier 3b,GPT,0.7,3193,791,3984,16.02,add6eb76ab1d322b5efde547ad6e4b57777b98e45d44efab03f38316d4ba65b4
Items 2026-01-16 11-02-34,42961, RI 8.2,"RI 8.2 James ""Jim"" Bridger (Utah grade 8 practice).txt",Tier 3b,GPT,0.8,3995,661,4656,12.25,0b2fa5c74fcf8a73981fb33781ba47de5e2629a58b72d1ef6618743f9965b73b
